DriverName,DriverID,Rookie,DRFAvg,DTAvg,DTTAvg,DNFRate,TDNFRate,DriverElo,PositionStart,TeamName,TeamID,TRP,TTP,TeamDNFRate,TeamElo,EventName,Track,TrackID,EventTrackType,EventTrackTypeID,EventDate,EventDateFormatted,EventID,Era,EraID,Status,StatusID,FieldSize,PositionFinish,NormalizedPositionFinish
Mike Conway,3625,0,,,,,,1500,11,A.J. Foyt Enterprises,1,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,DNF,1,26,20,0.76
Marco Andretti,3608,0,,,,,,1500,7,Andretti Global,3,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,14,0.52
Ryan Hunter-Reay,3645,0,,,,,,1500,3,Andretti Global,3,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,3,0.08
Simona De Silvestro,3813,0,,,,,,1500,21,Andretti Global,3,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,DNF,1,26,24,0.92
James Hinchcliffe,4216,0,,,,,,1500,4,Andretti Global,3,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,4,0.12
Alex Tagliani,3675,0,,,,,,1500,17,Barracuda Racing,5,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,15,0.56
Scott Dixon,3628,0,,,,,,1500,6,Chip Ganassi Racing,9,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,2,0.04
Dario Franchitti,3636,0,,,,,,1500,9,Chip Ganassi Racing,9,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,13,0.48
Graham Rahal,3668,0,,,,,,1500,10,Chip Ganassi Racing,9,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,12,0.44
Charlie Kimball,4144,0,,,,,,1500,22,Chip Ganassi Racing,9,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,9,0.32
Justin Wilson,3682,0,,,,,,1500,15,Dale Coyne Racing,11,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,10,0.36
James Jakes,4236,0,,,,,,1500,20,Dale Coyne Racing,11,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,DNF,1,26,26,1
Sebastien Bourdais,4021,0,,,,,,1500,26,Dragon Racing,12,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,DNF,1,26,21,0.8
Katherine Legge,4401,1,,,,,,1500,25,Dragon Racing,12,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,DNF,1,26,23,0.88
Oriol Servia,3672,0,,,,,,1500,23,Dreyer & Reinbold Racing,14,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,16,0.6
Ed Carpenter,3620,0,,,,,,1500,24,Ed Carpenter Racing,15,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,18,0.68
Tony Kanaan,3648,0,,,,,,1500,8,KVSH Racing,17,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,DNF,1,26,25,0.96
E.J. Viso,3680,0,,,,,,1500,12,KVSH Racing,17,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,8,0.28
Rubens Barrichello,4407,1,,,,,,1500,13,KVSH Racing,17,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,17,0.64
JR Hildebrand,3736,0,,,,,,1500,18,Panther Racing,20,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,DNF,1,26,19,0.72
Takuma Sato,3811,0,,,,,,1500,14,Rahal Letterman Lanigan Racing,24,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,DNF,1,26,22,0.84
Josef Newgarden,4215,1,,,,,,1500,19,Sarah Fisher Hartman Racing,25,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,11,0.4
Simon Pagenaud,4276,1,,,,,,1500,16,Schmidt Hamilton HP Motorsports,26,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,6,0.2
Ryan Briscoe,3616,0,,,,,,1500,2,Team Penske,28,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,5,0.16
Helio Castroneves,3622,0,,,,,,1500,5,Team Penske,28,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,1,0
Will Power,3667,0,,,,,,1500,1,Team Penske,28,,,,1500,Honda Grand Prix Of St. Petersburg,Streets of St. Petersburg,21,Street,2,3/25/2012,"Sunday, March 25, 2012",2380,DW12 Era 2012-2017,0,Running,0,26,7,0.24
Mike Conway,3625,0,0.76,,,1,,1483.36,4,A.J. Foyt Enterprises,1,0.76,,1,1483.3846153846155,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,7,0.24
Marco Andretti,3608,0,0.52,,,0,,1498.72,13,Andretti Global,3,0.41000000000000003,,1,1509.2307692307693,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,11,0.4
Ryan Hunter-Reay,3645,0,0.08,,,0,,1526.88,11,Andretti Global,3,0.41000000000000003,,1,1509.2307692307693,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,12,0.44
Simona De Silvestro,3813,0,0.92,,,1,,1473.12,21,Andretti Global,3,0.41000000000000003,,1,1509.2307692307693,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,20,0.76
James Hinchcliffe,4216,0,0.12,,,0,,1524.32,2,Andretti Global,3,0.41000000000000003,,1,1509.2307692307693,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,6,0.2
Alex Tagliani,3675,0,0.56,,,0,,1496.16,25,Barracuda Racing,5,0.56,,0,1505.5384615384614,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,DNF,1,26,26,1
Scott Dixon,3628,0,0.04,,,0,,1529.44,3,Chip Ganassi Racing,9,0.32,,0,1516.6153846153845,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,2,0.04
Dario Franchitti,3636,0,0.48,,,0,,1501.28,18,Chip Ganassi Racing,9,0.32,,0,1516.6153846153845,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,10,0.36
Graham Rahal,3668,0,0.44,,,0,,1503.84,8,Chip Ganassi Racing,9,0.32,,0,1516.6153846153845,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,4,0.12
Charlie Kimball,4144,0,0.32,,,0,,1511.52,22,Chip Ganassi Racing,9,0.32,,0,1516.6153846153845,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,DNF,1,26,25,0.96
Justin Wilson,3682,0,0.36,,,0,,1508.96,19,Dale Coyne Racing,11,0.6799999999999999,,1,1494.4615384615386,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,19,0.72
James Jakes,4236,0,1,,,1,,1468,20,Dale Coyne Racing,11,0.6799999999999999,,1,1494.4615384615386,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,16,0.6
Sebastien Bourdais,4021,0,0.8,,,1,,1480.8,17,Dragon Racing,12,0.8400000000000001,,1,1476,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,9,0.32
Katherine Legge,4401,1,0.88,,,1,,1475.68,24,Dragon Racing,12,0.8400000000000001,,1,1476,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,23,0.88
Oriol Servia,3672,0,0.6,,,0,,1493.6,26,Dreyer & Reinbold Racing,14,0.6,,0,1501.8461538461538,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,13,0.48
Ed Carpenter,3620,0,0.68,,,0,,1488.48,23,Ed Carpenter Racing,15,0.68,,0,1490.7692307692307,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,22,0.84
Tony Kanaan,3648,0,0.96,,,1,,1470.56,6,KVSH Racing,17,0.6266666666666666,,1,1498.1538461538462,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,21,0.8
E.J. Viso,3680,0,0.28,,,0,,1514.08,7,KVSH Racing,17,0.6266666666666666,,1,1498.1538461538462,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,18,0.68
Rubens Barrichello,4407,1,0.64,,,0,,1491.04,14,KVSH Racing,17,0.6266666666666666,,1,1498.1538461538462,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,8,0.28
JR Hildebrand,3736,0,0.72,,,1,,1485.92,5,Panther Racing,20,0.72,,1,1487.076923076923,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,15,0.56
Takuma Sato,3811,0,0.84,,,1,,1478.24,16,Rahal Letterman Lanigan Racing,24,0.84,,1,1479.6923076923076,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,DNF,1,26,24,0.92
Josef Newgarden,4215,1,0.4,,,0,,1506.4,15,Sarah Fisher Hartman Racing,25,0.4,,0,1512.923076923077,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,17,0.64
Simon Pagenaud,4276,1,0.2,,,0,,1519.2,10,Schmidt Hamilton HP Motorsports,26,0.2,,0,1520.3076923076924,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,5,0.16
Ryan Briscoe,3616,0,0.16,,,0,,1521.76,12,Team Penske,28,0.13333333333333333,,0,1524,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,14,0.52
Helio Castroneves,3622,0,0,,,0,,1532,1,Team Penske,28,0.13333333333333333,,0,1524,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,3,0.08
Will Power,3667,0,0.24,,,0,,1516.64,9,Team Penske,28,0.13333333333333333,,0,1524,Honda Indy Grand Prix of Alabama,Barber Motorsports Park,1,Road,1,4/1/2012,"Sunday, April 1, 2012",2381,DW12 Era 2012-2017,0,Running,0,26,1,0
Mike Conway,3625,0,0.5,,0.76,0.5,,1501.5878519403461,7,A.J. Foyt Enterprises,1,0.5,0.76,0.5,1501.2328405078506,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,DNF,1,26,22,0.84
Marco Andretti,3608,0,0.46,,0.52,0,,1505.2422344355575,21,Andretti Global,3,0.43000000000000005,0.41000000000000003,0.5,1517.776268218289,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,DNF,1,26,25,0.96
Ryan Hunter-Reay,3645,0,0.26,,0.08,0,,1528.158128325789,13,Andretti Global,3,0.43000000000000005,0.41000000000000003,0.5,1517.776268218289,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,6,0.2
Simona De Silvestro,3813,0,0.8400000000000001,,0.92,0.5,,1459.041871674211,17,Andretti Global,3,0.43000000000000005,0.41000000000000003,0.5,1517.776268218289,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,DNF,1,26,20,0.76
James Hinchcliffe,4216,0,0.16,,0.12,0,,1541.201286724942,16,Andretti Global,3,0.43000000000000005,0.41000000000000003,0.5,1517.776268218289,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,3,0.08
Alex Tagliani,3675,0,0.78,,0.56,0.5,,1464.526690155614,10,Barracuda Racing,5,0.78,0.56,0.5,1481.1272378257624,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,DNF,1,26,21,0.8
Scott Dixon,3628,0,0.04,,0.04,0,,1556.0752439406756,5,Chip Ganassi Racing,9,0.345,0.32,0.5,1528.305621030611,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,DNF,1,26,23,0.88
Dario Franchitti,3636,0,0.42,,0.48,0,,1510.1177655644424,1,Chip Ganassi Racing,9,0.345,0.32,0.5,1528.305621030611,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,15,0.56
Graham Rahal,3668,0,0.28,,0.44,0,,1527.7933098443862,8,Chip Ganassi Racing,9,0.345,0.32,0.5,1528.305621030611,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,DNF,1,26,24,0.92
Charlie Kimball,4144,0,0.64,,0.32,0.5,,1480.980284459693,9,Chip Ganassi Racing,9,0.345,0.32,0.5,1528.305621030611,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,18,0.68
Justin Wilson,3682,0,0.54,,0.36,0,,1494.0245430264918,3,Dale Coyne Racing,11,0.6699999999999999,0.6799999999999999,0.5,1481.9496852511606,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,10,0.36
James Jakes,4236,0,0.8,,1,0.5,,1464.647340803754,14,Dale Coyne Racing,11,0.6699999999999999,0.6799999999999999,0.5,1481.9496852511606,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,11,0.4
Sebastien Bourdais,4021,0,0.56,,0.8,0.5,,1494.151677512184,25,Dragon Racing,12,0.72,0.8400000000000001,0.5,1472.2408442857286,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,17,0.64
Katherine Legge,4401,1,0.88,,0.88,0.5,,1453.678713275058,26,Dragon Racing,12,0.72,0.8400000000000001,0.5,1472.2408442857286,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,19,0.72
Oriol Servia,3672,0,0.54,,0.6,0,,1495.4911064281273,23,Dreyer & Reinbold Racing,14,0.54,0.6,0,1507.2475305498324,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,16,0.6
Ed Carpenter,3620,0,0.76,,0.68,0,,1467.819715540307,24,Ed Carpenter Racing,15,0.76,0.68,0,1474.8391163970957,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,14,0.52
Tony Kanaan,3648,0,0.88,,0.96,0.5,,1454.1647560593244,19,KVSH Racing,17,0.6066666666666667,0.6266666666666666,0.5,1496.4447771424752,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,4,0.12
E.J. Viso,3680,0,0.48000000000000004,,0.28,0,,1501.2161440835657,15,KVSH Racing,17,0.6066666666666667,0.6266666666666666,0.5,1496.4447771424752,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,12,0.44
Rubens Barrichello,4407,1,0.46,,0.64,0,,1505.9754569735082,22,KVSH Racing,17,0.6066666666666667,0.6266666666666666,0.5,1496.4447771424752,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,9,0.32
JR Hildebrand,3736,0,0.64,,0.72,0.5,,1483.4238559164341,20,Panther Racing,20,0.64,0.72,0.5,1489.882239876496,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,5,0.16
Takuma Sato,3811,0,0.88,,0.84,1,,1453.4353066048566,6,Rahal Letterman Lanigan Racing,24,0.88,0.84,1,1460.8908571481593,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,8,0.28
Josef Newgarden,4215,1,0.52,,0.4,0,,1496.8288935718726,2,Sarah Fisher Hartman Racing,25,0.52,0.4,0,1502.7331447388888,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,DNF,1,26,26,1
Simon Pagenaud,4276,1,0.18,,0.2,0,,1539.128322487816,4,Schmidt Hamilton HP Motorsports,26,0.18,0.2,0,1542.8014505441486,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,2,0.04
Ryan Briscoe,3616,0,0.34,,0.16,0,,1518.4046933951436,11,Team Penske,28,0.16666666666666666,0.13333333333333333,0,1542.5283864835021,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,7,0.24
Helio Castroneves,3622,0,0.04,,0,0,,1555.832659196246,18,Team Penske,28,0.16666666666666666,0.13333333333333333,0,1542.5283864835021,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,13,0.48
Will Power,3667,0,0.12,,0.24,0,,1547.0521480596537,12,Team Penske,28,0.16666666666666666,0.13333333333333333,0,1542.5283864835021,Toyota Grand Prix of Long Beach,Streets of Long Beach,18,Street,2,4/15/2012,"Sunday, April 15, 2012",2382,DW12 Era 2012-2017,0,Running,0,26,1,0
Mike Conway,3625,0,0.6133333333333333,,0.8,0.6666666666666666,,1479.6756456156943,7,A.J. Foyt Enterprises,1,0.6133333333333333,0.8,0.6666666666666666,1480.8328313613335,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,19,0.72
Marco Andretti,3608,0,0.6266666666666666,,0.74,0.3333333333333333,,1475.3029056905773,10,Andretti Global,3,0.45333333333333337,0.455,0.6666666666666666,1518.3067422706058,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,14,0.52
Ryan Hunter-Reay,3645,0,0.24,,0.14,0,,1544.6875288660012,5,Andretti Global,3,0.45333333333333337,0.455,0.6666666666666666,1518.3067422706058,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,2,0.04
Ana Beatriz,3693,0,,,,,,1500,19,Andretti Global,3,0.45333333333333337,0.455,0.6666666666666666,1518.3067422706058,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,20,0.76
Simona De Silvestro,3813,0,0.8133333333333334,,0.8400000000000001,0.6666666666666666,,1446.2740353531074,21,Andretti Global,3,0.45333333333333337,0.455,0.6666666666666666,1518.3067422706058,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,DNF,1,26,24,0.92
James Hinchcliffe,4216,0,0.13333333333333333,,0.1,0,,1564.1837535322184,4,Andretti Global,3,0.45333333333333337,0.455,0.6666666666666666,1518.3067422706058,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,6,0.2
Scott Dixon,3628,0,0.32,,0.46,0.3333333333333333,,1526.4716450528776,3,Chip Ganassi Racing,9,0.48333333333333334,0.54,0.6666666666666666,1513.2909489205504,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,17,0.64
Dario Franchitti,3636,0,0.4666666666666666,,0.52,0,,1505.3155020777554,2,Chip Ganassi Racing,9,0.48333333333333334,0.54,0.6666666666666666,1513.2909489205504,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,5,0.16
Graham Rahal,3668,0,0.49333333333333335,,0.68,0.3333333333333333,,1498.2771482702328,6,Chip Ganassi Racing,9,0.48333333333333334,0.54,0.6666666666666666,1513.2909489205504,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,16,0.6
Charlie Kimball,4144,0,0.6533333333333333,,0.5,0.3333333333333333,,1471.2640139666707,15,Chip Ganassi Racing,9,0.48333333333333334,0.54,0.6666666666666666,1513.2909489205504,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,8,0.28
Justin Wilson,3682,0,0.48,,0.36,0,,1503.5507824755548,26,Dale Coyne Racing,11,0.5733333333333333,0.53,0.3333333333333333,1488.8219491988643,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,DNF,1,26,22,0.84
James Jakes,4236,0,0.6666666666666666,,0.7,0.3333333333333333,,1474.3932045729823,17,Dale Coyne Racing,11,0.5733333333333333,0.53,0.3333333333333333,1488.8219491988643,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,15,0.56
Sebastien Bourdais,4021,0,0.5866666666666667,,0.72,0.3333333333333333,,1485.7458427716087,22,Dragon Racing,12,0.7066666666666667,0.76,0.3333333333333333,1465.0594040341716,Sao Paulo Indy 300,Streets of Sao Paulo,20,Street,2,4/29/2012,"Sunday, April 29, 2012",2383,DW12 Era 2012-2017,0,Running,0,26,18,0.68
