BestLapTime,LapsComplete,Status,PositionStart,DriverID,TeamID,TrackID,TrackType,PositionFinish,,,
01:01.6,85,0,9,3667,11,17,2,12,,,
01:02.0,84,0,24,9999,4,17,2,13,,,
01:02.0,84,0,26,9999,3,17,2,14,,,
01:02.2,84,0,21,9999,5,17,2,15,,,
01:01.5,76,1,4,4932,11,17,2,16,,,
01:01.9,72,1,14,4559,3,17,2,17,,,
01:01.7,72,1,11,4905,2,17,2,18,,,
01:02.3,72,1,23,9999,10,17,2,19,,,
01:01.8,72,1,17,4897,1,17,2,20,,,
01:01.7,72,1,19,4915,3,17,2,21,,,
01:01.5,66,1,20,4944,4,17,2,22,,,
01:01.5,63,1,3,4588,8,17,2,23,,,
01:01.8,57,1,25,9999,5,17,2,24,,,
01:03.0,13,1,27,4613,1,17,2,25,,,
01:23.9,4,1,10,9999,7,17,2,26,,,
,0,1,12,4920,6,17,2,27,,,
00:18.4,250,0,22,3667,11,5,0,1,,,
00:18.4,250,0,2,4931,4,5,0,2,,,
00:18.2,250,0,1,4932,11,5,0,3,,,
00:18.3,250,0,3,3628,4,5,0,4,,,
00:18.6,250,0,4,4511,2,5,0,5,,,
00:18.3,250,0,7,4559,3,5,0,6,,,
00:18.0,250,0,14,4215,11,5,0,7,,,
00:18.5,250,0,8,3668,10,5,0,8,,,
00:18.7,250,0,15,4614,6,5,0,9,,,
00:18.7,250,0,16,9999,7,5,0,10,,,
00:18.5,250,0,19,4897,1,5,0,11,,,
00:18.7,250,0,13,9999,4,5,0,12,,,
00:18.8,250,0,9,4636,8,5,0,13,,,
00:18.5,250,0,11,4915,3,5,0,14,,,
00:18.5,249,1,6,4587,3,5,0,15,,,
00:18.8,249,1,12,4623,2,5,0,16,,,
00:18.8,249,0,18,4938,10,5,0,17,,,
00:18.5,249,0,23,4944,4,5,0,18,,,
00:18.4,249,0,25,4948,4,5,0,19,,,
00:18.8,249,0,17,9999,10,5,0,20,,,
00:18.9,248,1,20,4613,1,5,0,21,,,
00:18.9,248,1,26,9999,6,5,0,22,,,
00:18.8,248,0,21,4905,2,5,0,23,,,
00:18.7,248,0,24,9999,5,5,0,24,,,
00:18.7,221,1,10,9999,7,5,0,25,,,
00:18.8,184,1,5,4588,8,5,0,26,,,
00:19.0,140,1,27,4218,5,5,0,27,,,
00:18.4,250,0,2,4932,11,5,0,1,,,
00:18.5,250,0,6,4559,3,5,0,2,,,
00:18.1,250,0,22,4215,11,5,0,3,,,
00:18.5,250,0,5,3628,4,5,0,4,,,
00:18.7,250,0,13,4614,6,5,0,5,,,
00:18.9,250,0,8,4897,1,5,0,6,,,
00:18.9,250,0,19,4623,2,5,0,7,,,
00:18.7,250,0,7,4587,3,5,0,8,,,
00:18.8,250,0,10,4905,2,5,0,9,,,
00:19.0,250,0,9,4948,4,5,0,10,,,
00:18.5,250,0,1,4511,2,5,0,11,,,
00:19.0,250,0,15,4915,3,5,0,12,,,
00:18.9,250,0,11,4588,8,5,0,13,,,
00:19.0,250,0,27,4944,4,5,0,14,,,
00:19.1,250,0,24,4613,1,5,0,15,,,
00:18.9,249,0,21,3668,10,5,0,16,,,
00:19.0,249,0,26,9999,5,5,0,17,,,
00:18.9,241,0,4,3667,11,5,0,18,,,
00:19.0,228,1,17,9999,10,5,0,19,,,
00:19.0,228,1,25,9999,6,5,0,20,,,
00:18.9,209,1,12,9999,4,5,0,21,,,
00:18.5,178,1,23,4938,10,5,0,22,,,
00:18.7,175,1,3,4931,4,5,0,23,,,
00:19.1,48,1,20,9999,7,5,0,24,,,
00:19.4,28,1,18,9999,5,5,0,25,,,
,0,1,14,4636,8,5,0,26,,,
,0,1,16,9999,7,5,0,27,,,
01:07.4,80,0,2,4559,3,8,1,1,,,
01:07.5,80,0,1,4931,4,8,1,2,,,
01:07.3,80,0,6,4932,11,8,1,3,,,
01:07.4,80,0,4,4511,2,8,1,4,,,
01:07.6,80,0,5,4905,2,8,1,5,,,
01:07.6,80,0,7,4587,3,8,1,6,,,
01:07.7,80,0,9,4938,10,8,1,7,,,
01:07.6,80,0,14,4623,2,8,1,8,,,
01:07.8,80,0,8,4920,6,8,1,9,,,
01:07.8,80,0,21,4897,1,8,1,10,,,
01:07.8,80,0,15,3667,11,8,1,11,,,
01:07.7,80,0,3,4636,8,8,1,12,,,
01:07.7,80,0,24,9999,5,8,1,13,,,
01:07.5,80,0,19,4588,8,8,1,14,,,
01:07.4,80,0,10,9999,4,8,1,15,,,
01:07.7,80,0,25,4613,1,8,1,16,,,
01:07.4,80,0,11,4948,4,8,1,17,,,
01:07.7,80,0,18,3668,10,8,1,18,,,
01:07.7,80,0,20,4614,6,8,1,19,,,
01:07.7,80,0,16,4915,3,8,1,20,,,
01:07.4,80,0,23,4944,4,8,1,21,,,
01:08.1,79,0,22,9999,7,8,1,22,,,
01:07.6,79,0,12,9999,7,8,1,23,,,
01:07.5,79,0,27,9999,10,8,1,24,,,
01:06.5,79,0,17,4215,11,8,1,25,,,
01:07.9,79,0,26,9999,5,8,1,26,,,
01:07.2,40,1,13,3628,4,8,1,27,,,
01:09.1,95,0,1,4931,4,18,1,1,,,
01:09.5,95,0,4,4511,2,18,1,2,,,
01:09.4,95,0,5,4587,3,18,1,3,,,
01:09.3,95,0,8,9999,7,18,1,4,,,
01:09.9,95,0,2,4623,2,18,1,5,,,
01:10.0,95,0,10,3628,4,18,1,6,,,
01:09.6,95,0,15,3667,11,18,1,7,,,
01:09.3,95,0,9,4559,3,18,1,8,,,
01:09.2,95,0,17,4897,1,18,1,9,,,
01:09.0,95,0,18,4905,2,18,1,10,,,
01:10.0,95,0,3,4588,8,18,1,11,,,
01:09.8,95,0,23,4915,3,18,1,12,,,
01:10.1,95,0,21,4920,6,18,1,13,,,
01:09.2,95,0,24,9999,10,18,1,14,,,
01:10.1,95,0,6,4938,10,18,1,15,,,
01:10.0,95,0,12,4636,8,18,1,16,,,
01:09.9,95,0,16,9999,4,18,1,17,,,
01:09.7,95,0,13,9999,7,18,1,18,,,
01:09.2,95,0,14,4215,11,18,1,19,,,
01:10.7,94,0,25,4613,1,18,1,20,,,
01:09.2,93,0,7,4932,11,18,1,21,,,
01:09.9,93,0,11,4948,4,18,1,22,,,
01:09.4,86,1,22,4944,4,18,1,23,,,
01:10.4,86,1,19,3668,10,18,1,24,,,
01:10.3,82,1,26,9999,5,18,1,25,,,
01:09.5,72,1,20,4614,6,18,1,26,,,
01:09.7,34,1,27,9999,5,18,1,27,,,
01:43.4,55,0,5,3667,11,12,1,1,,,
01:43.9,55,0,6,4215,11,12,1,2,,,
01:44.4,55,0,8,4932,11,12,1,3,,,
01:44.1,55,0,7,4931,4,12,1,4,,,
01:44.2,55,0,4,4623,2,12,1,5,,,
01:43.9,55,0,2,4511,2,12,1,6,,,
01:44.1,55,0,14,9999,7,12,1,7,,,
01:44.4,55,0,11,4559,3,12,1,8,,,
01:43.3,55,0,15,4905,2,12,1,9,,,
01:44.3,55,0,24,3668,10,12,1,10,,,
01:44.3,55,0,13,4938,10,12,1,11,,,
01:43.8,55,0,1,9999,4,12,1,12,,,
01:44.7,55,0,18,9999,3,12,1,13,,,
01:45.3,55,0,22,4588,8,12,1,14,,,
01:44.3,55,0,19,4897,1,12,1,15,,,
01:44.6,55,0,25,9999,10,12,1,16,,,
01:44.5,55,0,26,4613,1,12,1,17,,,
01:44.8,55,0,9,4587,3,12,1,18,,,
01:44.7,55,0,27,9999,8,12,1,19,,,
01:44.9,55,0,16,4920,6,12,1,20,,,
01:43.1,55,0,10,3628,4,12,1,21,,,
01:44.5,55,0,23,9999,5,12,1,22,,,
01:44.0,54,0,21,4915,7,12,1,23,,,
01:45.0,53,0,17,4614,6,12,1,24,,,
01:45.5,51,0,20,9999,5,12,1,25,,,
01:45.6,35,1,3,4948,4,12,1,26,,,
01:03.4,100,0,5,3628,4,2,2,1,,,
01:03.2,100,0,9,4905,2,2,2,2,,,
01:03.7,100,0,19,4948,4,2,2,3,,,
01:03.4,100,0,6,4623,2,2,2,4,,,
01:03.4,100,0,16,4587,3,2,2,5,,,
01:03.2,100,0,8,3667,11,2,2,6,,,
01:03.5,100,0,12,4559,3,2,2,7,,,
01:03.0,100,0,22,4588,8,2,2,8,,,
01:03.1,100,0,10,4897,1,2,2,9,,,
01:03.1,100,0,7,9999,3,2,2,10,,,
01:03.1,100,0,11,4938,10,2,2,11,,,
01:03.6,100,0,17,9999,7,2,2,12,,,
01:03.7,100,0,15,9999,10,2,2,13,,,
01:03.3,100,0,18,4614,6,2,2,14,,,
01:03.5,100,0,20,3668,10,2,2,15,,,
01:03.4,100,0,2,4931,4,2,2,16,,,
01:03.7,100,0,26,9999,5,2,2,17,,,
01:03.8,99,0,24,9999,5,2,2,18,,,
01:02.7,99,0,1,4511,2,2,2,19,,,
01:03.2,99,0,4,4932,11,2,2,20,,,
01:03.6,99,0,23,4613,1,2,2,21,,,
01:03.5,99,0,21,9999,4,2,2,22,,,
01:03.0,97,0,14,9999,7,2,2,23,,,
01:03.1,96,0,27,4944,4,2,2,24,,,
01:03.9,95,0,25,9999,8,2,2,25,,,
01:03.4,94,0,3,4215,11,2,2,26,,,
01:03.3,24,1,13,4920,6,2,2,27,,,
00:40.2,200,0,3,4215,11,4,0,1,,,
00:40.0,200,0,8,4559,3,4,0,2,,,
00:40.2,200,0,21,3628,4,4,0,3,,,
00:40.2,200,0,4,4587,3,4,0,4,,,
00:40.2,200,0,14,4931,4,4,0,5,,,
00:40.2,200,0,1,4932,11,4,0,6,,,
00:39.9,200,0,11,4623,2,4,0,7,,,
00:40.0,200,0,6,4897,1,4,0,8,,,
00:40.2,200,0,7,4614,6,4,0,9,,,
00:40.3,200,0,29,4218,8,4,0,10,,,
00:40.1,200,0,15,4939,3,4,0,11,,,
00:39.9,200,0,24,4920,6,4,0,12,,,
00:39.8,200,0,28,4938,10,4,0,13,,,
00:40.3,200,0,10,9999,10,4,0,14,,,
00:39.9,200,0,33,3668,10,4,0,15,,,
00:40.0,200,0,23,4613,1,4,0,16,,,
00:39.9,200,0,17,9999,6,4,0,17,,,
00:40.3,200,0,5,9999,3,4,0,18,,,
00:40.3,200,0,26,9999,7,4,0,19,,,
00:40.1,200,0,20,9999,8,4,0,20,,,
00:40.2,200,0,18,4944,4,4,0,21,,,
00:40.4,199,0,22,9999,7,4,0,22,,,
00:40.5,170,1,13,4511,2,4,0,23,,,
00:40.5,145,1,2,3667,11,4,0,24,,,
00:40.7,113,1,19,9999,2,4,0,25,,,
00:40.8,107,1,12,9999,8,4,0,26,,,
00:40.1,55,1,9,4588,8,4,0,27,,,
00:40.9,27,1,27,9999,4,4,0,28,,,
00:41.2,22,1,31,9999,5,4,0,29,,,
01:11.2,6,1,16,4948,4,4,0,30,,,
,0,1,25,9999,8,4,0,31,,,
,0,1,30,9999,10,4,0,32,,,
,0,1,32,4905,2,4,0,33,,,
01:11.1,85,0,1,4931,4,3,1,1,,,
01:11.1,85,0,3,3667,11,3,1,2,,,
01:11.4,85,0,2,4938,10,3,1,3,,,
01:11.7,85,0,6,3628,4,3,1,4,,,
01:11.7,85,0,8,4948,4,3,1,5,,,
01:11.7,85,0,13,4932,11,3,1,6,,,
01:11.2,85,0,24,4511,2,3,1,7,,,
01:11.8,85,0,7,4587,3,3,1,8,,,
01:12.0,85,0,9,3668,10,3,1,9,,,
01:11.3,85,0,10,4588,8,3,1,10,,,
01:12.0,85,0,14,4623,2,3,1,11,,,
01:11.9,85,0,23,9999,7,3,1,12,,,
01:12.0,85,0,5,4559,3,3,1,13,,,
01:11.8,85,0,11,9999,10,3,1,14,,,
01:12.1,85,0,25,4944,4,3,1,15,,,
01:12.0,85,0,21,4905,2,3,1,16,,,
01:12.0,85,0,4,4215,11,3,1,17,,,
01:12.2,85,0,17,9999,5,3,1,18,,,
01:11.9,85,0,18,9999,3,3,1,19,,,
01:11.8,85,0,20,4920,6,3,1,20,,,
01:12.1,84,0,15,9999,7,3,1,21,,,
01:12.3,84,0,27,4613,1,3,1,22,,,
01:11.1,84,0,26,9999,8,3,1,23,,,
01:11.8,84,0,19,9999,4,3,1,24,,,
01:11.7,84,0,22,9999,5,3,1,25,,,
01:12.0,84,0,12,4614,6,3,1,26,,,
01:12.4,55,1,16,4897,1,3,1,27,,,
01:07.8,90,0,1,4932,11,1,1,1,,,
01:07.8,90,0,2,3667,11,1,1,2,,,
01:08.1,90,0,19,9999,4,1,1,3,,,
01:09.0,90,0,5,4588,8,1,1,4,,,
01:08.5,90,0,10,4931,4,1,1,5,,,
01:08.2,90,0,3,4938,10,1,1,6,,,
01:08.4,90,0,17,4897,1,1,1,7,,,
01:08.8,90,0,15,4511,2,1,1,8,,,
01:09.1,90,0,6,4948,4,1,1,9,,,
01:09.0,90,0,9,4623,2,1,1,10,,,
01:09.3,90,0,7,3668,10,1,1,11,,,
01:09.3,90,0,11,9999,7,1,1,12,,,
01:08.7,90,0,22,9999,5,1,1,13,,,
01:08.6,90,0,23,4944,4,1,1,14,,,
01:08.5,90,0,13,3628,4,1,1,15,,,
01:08.3,90,0,8,4215,11,1,1,16,,,
01:08.9,90,0,27,4614,6,1,1,17,,,
01:08.9,90,0,18,4905,2,1,1,18,,,
01:09.3,90,0,12,9999,8,1,1,19,,,
01:08.5,90,0,20,9999,7,1,1,20,,,
01:08.8,90,0,21,9999,5,1,1,21,,,
01:09.2,89,0,24,9999,3,1,1,22,,,
01:08.7,90,0,4,4559,3,1,1,23,,,
01:08.5,89,0,14,4920,6,1,1,24,,,
01:08.1,60,1,16,4587,3,1,1,25,,,
01:09.2,54,1,25,4613,1,1,1,26,,,
01:08.7,42,1,26,9999,10,1,1,27,,,
01:08.5,85,0,8,3628,4,6,2,1,,,
01:08.0,85,0,4,4511,2,6,2,2,,,
01:07.9,85,0,6,4931,4,6,2,3,,,
01:07.8,85,0,3,4215,11,6,2,4,,,
01:07.8,85,0,5,4905,2,6,2,5,,,
01:08.3,85,0,2,3667,11,6,2,6,,,
01:08.5,85,0,10,4623,2,6,2,7,,,
01:08.2,85,0,16,9999,7,6,2,8,,,
01:08.0,85,0,1,4588,8,6,2,9,,,
01:08.5,85,0,13,4587,3,6,2,10,,,
01:08.3,85,0,22,9999,3,6,2,11,,,
01:09.2,85,0,9,4948,4,6,2,12,,,
01:08.8,85,0,17,9999,4,6,2,13,,,
01:08.5,85,0,18,4614,6,6,2,14,,,
01:08.4,85,0,20,9999,7,6,2,15,,,
01:08.3,85,0,14,4559,3,6,2,16,,,
01:09.2,85,0,12,3668,10,6,2,17,,,
01:09.0,85,0,25,4613,1,6,2,18,,,
01:08.9,84,0,26,4944,4,6,2,19,,,
01:08.8,84,0,27,4915,5,6,2,20,,,
01:08.5,84,0,24,4897,1,6,2,21,,,
01:08.6,84,0,15,9999,8,6,2,22,,,
01:09.2,84,0,7,4938,10,6,2,23,,,
01:08.7,84,0,19,9999,10,6,2,24,,,
01:09.1,83,0,23,9999,5,6,2,25,,,
01:09.1,71,0,11,4932,11,6,2,26,,,
01:09.4,14,1,21,4920,6,6,2,27,,,
01:01.5,100,0,3,4559,3,14,2,1,,,
01:01.1,100,0,8,3667,11,14,2,2,,,
01:01.5,100,0,4,4511,2,14,2,3,,,
01:01.3,100,0,13,4931,4,14,2,4,,,
01:01.4,100,0,2,4588,8,14,2,5,,,
01:01.6,100,0,15,4587,3,14,2,6,,,
01:01.2,100,0,11,3628,4,14,2,7,,,
01:01.7,100,0,7,4614,6,14,2,8,,,
01:01.8,100,0,14,4897,1,14,2,9,,,
01:01.4,100,0,18,4623,2,14,2,10,,,
01:01.8,100,0,16,4939,3,14,2,11,,,
01:00.9,100,0,23,4944,4,14,2,12,,,
01:01.7,100,0,26,9999,10,14,2,13,,,
01:01.1,100,0,22,3668,10,14,2,14,,,
01:01.9,100,0,17,9999,8,14,2,15,,,
01:01.9,100,0,20,9999,7,14,2,16,,,
01:02.1,100,0,27,9999,5,14,2,17,,,
01:01.2,100,0,12,4938,10,14,2,18,,,
01:02.0,99,0,21,4920,6,14,2,19,,,
01:02.1,99,0,25,9999,5,14,2,20,,,
01:01.1,97,0,19,9999,4,14,2,21,,,
01:01.9,82,1,5,9999,7,14,2,22,,,
01:01.9,52,1,6,4905,2,14,2,23,,,
01:02.3,33,1,24,4613,1,14,2,24,,,
01:01.9,25,1,10,4948,4,14,2,25,,,
,0,1,1,4215,11,14,2,26,,,
,0,1,9,4932,11,14,2,27,,,
01:08.9,95,0,11,3628,4,18,1,1,,,
01:09.4,95,0,2,4932,11,18,1,2,,,
01:08.4,95,0,5,4931,4,18,1,3,,,
01:09.4,95,0,7,3667,11,18,1,4,,,
01:09.6,95,0,20,4939,7,18,1,5,,,
01:09.1,95,0,3,4938,10,18,1,6,,,
01:09.7,95,0,15,4587,3,18,1,7,,,
01:08.9,95,0,14,4948,4,18,1,8,,,
01:08.5,95,0,9,4559,3,18,1,9,,,
01:09.7,95,0,25,9999,6,18,1,10,,,
01:09.2,95,0,8,9999,2,18,1,11,,,
01:09.9,95,0,24,4613,5,18,1,12,,,
01:10.1,95,0,27,9999,8,18,1,13,,,
01:08.8,95,0,19,9999,7,18,1,14,,,
01:08.5,94,0,18,4905,4,18,1,15,,,
01:09.7,94,0,23,9999,1,18,1,16,,,
01:08.9,94,0,17,4897,1,18,1,17,,,
01:09.7,93,0,6,4614,6,18,1,18,,,
01:09.1,93,0,1,4588,3,18,1,19,,,
01:09.3,93,0,22,4636,5,18,1,20,,,
01:10.0,91,0,4,4215,11,18,1,21,,,
01:09.4,91,0,26,4940,2,18,1,22,,,
01:09.1,80,1,12,4511,2,18,1,23,,,
01:09.5,71,0,13,9999,10,18,1,24,,,
01:08.8,65,0,16,4623,2,18,1,25,,,
01:09.5,61,1,21,9999,8,18,1,26,,,
,0,1,10,3668,10,18,1,27,,,
00:59.5,110,0,5,4931,4,11,1,1,,,
00:59.9,110,0,11,4588,3,11,1,2,,,
00:59.7,110,0,4,3628,4,11,1,3,,,
01:00.1,110,0,6,4559,3,11,1,4,,,
00:59.4,110,0,12,4215,11,11,1,5,,,
00:59.8,110,0,13,4614,6,11,1,6,,,
01:00.0,110,0,10,4905,4,11,1,7,,,
01:00.1,110,0,23,4636,5,11,1,8,,,
00:59.9,110,0,2,4932,11,11,1,9,,,
01:00.5,110,0,16,4623,2,11,1,10,,,
00:59.9,110,0,17,4938,10,11,1,11,,,
00:59.8,110,0,1,3668,10,11,1,12,,,
01:00.2,110,0,3,4511,2,11,1,13,,,
01:00.4,110,0,21,9999,8,11,1,14,,,
01:00.4,110,0,8,4939,7,11,1,15,,,
01:00.4,110,0,22,4897,1,11,1,16,,,
01:00.2,110,0,20,4940,2,11,1,17,,,
01:00.3,109,0,18,9999,10,11,1,18,,,
01:00.2,109,0,14,4948,4,11,1,19,,,
01:00.2,109,0,9,4587,3,11,1,20,,,
01:00.5,109,0,25,9999,6,11,1,21,,,
01:00.3,109,0,26,9999,1,11,1,22,,,
01:01.1,109,0,24,4613,5,11,1,23,,,
01:00.3,109,0,27,9999,8,11,1,24,,,
01:00.7,108,0,7,3667,11,11,1,25,,,
01:00.6,82,1,19,9999,7,11,1,26,,,
01:00.0,31,1,15,9999,2,11,1,27,,,
00:25.9,260,0,16,3628,4,13,0,1,,,
00:26.0,260,0,3,4559,3,13,0,2,,,
00:26.1,260,0,6,4636,5,13,0,3,,,
00:26.1,259,0,7,4587,3,13,0,4,,,
00:26.2,259,0,10,4932,11,13,0,5,,,
00:26.0,259,0,2,4511,2,13,0,6,,,
00:26.1,259,0,14,4931,4,13,0,7,,,
00:25.8,259,0,4,4588,3,13,0,8,,,
00:26.1,259,0,8,3667,11,13,0,9,,,
00:26.1,259,0,15,4905,4,13,0,10,,,
00:26.2,259,0,20,4614,6,13,0,11,,,
00:26.0,259,0,5,9999,2,13,0,12,,,
00:26.4,259,0,26,4897,1,13,0,13,,,
00:26.2,259,0,23,9999,6,13,0,14,,,
00:26.3,259,0,22,4623,2,13,0,15,,,
00:26.0,259,0,11,4218,10,13,0,16,,,
00:26.2,259,0,19,4938,10,13,0,17,,,
00:25.7,258,0,12,9999,8,13,0,18,,,
00:26.4,258,0,18,4940,2,13,0,19,,,
00:26.3,258,0,21,3668,10,13,0,20,,,
00:26.2,258,0,24,4613,5,13,0,21,,,
00:26.2,258,0,28,9999,7,13,0,22,,,
00:26.2,257,0,13,9999,8,13,0,23,,,
00:26.5,254,0,27,9999,6,13,0,24,,,
00:26.0,210,1,1,4215,11,13,0,25,,,
00:26.4,119,1,17,9999,4,13,0,26,,,
00:26.3,58,1,9,4939,7,13,0,27,,,
,0,1,25,9999,1,13,0,28,,,
01:13.3,85,0,15,3628,4,3,1,1,,,
01:12.6,85,0,1,3668,10,3,1,2,,,
01:13.2,85,0,4,4559,3,3,1,3,,,
01:12.8,85,0,2,4938,10,3,1,4,,,
01:12.7,85,0,3,4587,3,3,1,5,,,
01:13.1,85,0,16,3667,11,3,1,6,,,
01:12.8,85,0,8,4931,4,3,1,7,,,
01:13.1,85,0,10,4932,11,3,1,8,,,
01:13.2,85,0,13,4623,2,3,1,9,,,
01:13.2,85,0,17,4905,4,3,1,10,,,
01:13.2,85,0,19,4614,6,3,1,11,,,
01:13.3,85,0,12,9999,8,3,1,12,,,
01:13.1,85,0,11,4511,2,3,1,13,,,
01:13.5,85,0,14,9999,10,3,1,14,,,
01:13.5,85,0,18,9999,8,3,1,15,,,
01:13.5,85,0,27,4636,5,3,1,16,,,
01:13.6,85,0,24,4939,7,3,1,17,,,
01:13.4,84,0,6,9999,2,3,1,18,,,
01:13.6,84,0,5,4940,2,3,1,19,,,
01:13.7,84,0,21,9999,6,3,1,20,,,
01:13.6,84,0,22,9999,7,3,1,21,,,
01:13.9,84,0,23,4613,5,3,1,22,,,
01:13.5,84,0,20,4897,1,3,1,23,,,
01:13.9,83,0,7,4948,4,3,1,24,,,
01:13.2,83,0,25,4215,11,3,1,25,,,
01:14.0,79,0,26,9999,1,3,1,26,,,
01:13.2,68,1,9,4588,3,3,1,27,,,
01:17.2,80,0,8,4623,2,10,2,1,,,
01:17.4,80,0,1,4932,11,10,2,2,,,
01:16.8,80,0,4,4931,4,10,2,3,,,
01:17.6,80,0,9,4215,11,10,2,4,,,
01:17.6,80,0,12,3628,4,10,2,5,,,
01:17.3,80,0,6,9999,2,10,2,6,,,
01:17.1,80,0,20,4905,4,10,2,7,,,
01:17.5,80,0,2,4559,3,10,2,8,,,
01:17.5,80,0,13,4938,10,10,2,9,,,
01:17.6,80,0,7,3667,11,10,2,10,,,
01:17.4,80,0,17,9999,8,10,2,11,,,
01:17.5,80,0,18,4939,7,10,2,12,,,
01:17.0,80,0,16,4948,4,10,2,13,,,
01:17.2,80,0,19,4614,6,10,2,14,,,
01:17.3,80,0,15,3668,10,10,2,15,,,
01:17.9,80,0,27,9999,6,10,2,16,,,
01:17.1,80,0,24,4613,5,10,2,17,,,
01:17.4,80,0,21,4897,1,10,2,18,,,
01:17.4,78,0,10,4587,3,10,2,19,,,
01:17.3,77,1,23,9999,7,10,2,20,,,
01:17.5,76,1,3,4511,2,10,2,21,,,
01:16.8,73,1,14,4588,3,10,2,22,,,
01:17.9,73,1,25,9999,1,10,2,23,,,
01:17.5,71,1,22,9999,10,10,2,24,,,
01:16.7,69,1,11,9999,8,10,2,25,,,
01:17.8,65,1,26,4940,2,10,2,26,,,
01:18.2,11,1,5,4636,5,10,2,27,,,
00:19.1,250,0,7,4215,11,5,0,1,,,
00:19.0,250,0,1,3667,11,5,0,2,,,
00:19.4,250,0,12,4931,4,5,0,3,,,
00:19.2,250,0,16,4588,3,5,0,4,,,
00:19.2,250,0,2,4932,11,5,0,5,,,
00:19.4,249,0,9,3628,4,5,0,6,,,
00:19.6,249,0,5,4511,2,5,0,7,,,
00:19.4,249,0,3,4636,5,5,0,8,,,
00:19.1,249,0,10,4905,4,5,0,9,,,
00:19.4,249,0,11,4559,3,5,0,10,,,
00:19.8,249,0,17,4623,2,5,0,11,,,
00:20.0,249,0,20,9999,2,5,0,12,,,
00:19.5,249,0,21,4938,10,5,0,13,,,
00:19.9,248,0,24,4939,7,5,0,14,,,
00:19.8,248,0,18,4587,3,5,0,15,,,
00:19.7,248,0,8,9999,8,5,0,16,,,
00:19.5,248,0,15,4218,8,5,0,17,,,
00:19.7,248,0,14,4614,6,5,0,18,,,
00:19.7,247,0,22,9999,10,5,0,19,,,
00:19.9,247,0,6,3668,10,5,0,20,,,
00:20.2,246,0,19,4940,2,5,0,21,,,
00:20.2,245,0,27,4897,1,5,0,22,,,
00:19.8,244,0,4,9999,6,5,0,23,,,
00:20.0,237,1,25,9999,6,5,0,24,,,
00:19.6,237,0,13,9999,4,5,0,25,,,
00:19.7,236,0,23,9999,7,5,0,26,,,
00:20.4,193,1,28,9999,1,5,0,27,,,
00:20.4,152,1,26,4613,5,5,0,28,,,
00:19.2,250,0,3,4215,11,5,0,1,,,
00:18.9,250,0,2,4932,11,5,0,2,,,
00:19.3,250,0,5,4559,3,5,0,3,,,
00:19.3,250,0,10,4905,4,5,0,4,,,
00:19.3,250,0,1,3667,11,5,0,5,,,
00:19.6,249,0,4,3628,4,5,0,6,,,
00:19.7,249,0,17,4623,2,5,0,7,,,
00:19.6,249,0,7,4931,4,5,0,8,,,
00:19.1,249,0,11,9999,4,5,0,9,,,
00:19.7,249,0,20,4587,3,5,0,10,,,
00:19.6,249,0,8,9999,2,5,0,11,,,
00:19.7,248,0,9,4636,5,5,0,12,,,
00:19.2,248,0,21,4588,3,5,0,13,,,
00:19.9,248,0,14,9999,8,5,0,14,,,
00:19.7,247,0,23,4939,7,5,0,15,,,
00:19.5,247,0,24,9999,7,5,0,16,,,
00:19.9,247,0,15,4614,6,5,0,17,,,
00:19.8,247,0,26,9999,10,5,0,18,,,
00:19.8,246,0,6,4511,2,5,0,19,,,
00:19.7,246,0,19,4938,10,5,0,20,,,
00:19.6,245,0,22,4218,8,5,0,21,,,
00:20.0,245,0,12,4940,2,5,0,22,,,
00:19.7,244,0,16,9999,6,5,0,23,,,
00:20.0,243,0,18,9999,6,5,0,24,,,
00:20.0,242,0,27,4613,5,5,0,25,,,
00:20.0,241,0,25,4897,1,5,0,26,,,
00:20.4,235,0,28,9999,1,5,0,27,,,
00:19.6,149,1,13,3668,10,5,0,28,,,
01:01.2,85,0,1,4938,10,17,2,1,,,
01:02.1,85,0,15,4931,4,17,2,2,,,
01:01.8,85,0,14,4511,2,17,2,3,,,
01:01.9,85,0,7,3628,4,17,2,4,,,
01:01.7,85,0,11,4215,11,17,2,5,,,
01:01.6,85,0,2,4932,11,17,2,6,,,
01:01.8,85,0,10,4948,4,17,2,7,,,
01:01.5,85,0,3,4559,3,17,2,8,,,
01:02.2,85,0,27,3668,10,17,2,9,,,
01:01.5,85,0,5,4588,3,17,2,10,,,
01:02.0,85,0,4,4905,4,17,2,11,,,
01:02.4,85,0,18,9999,7,17,2,12,,,
01:02.2,85,0,12,4614,6,17,2,13,,,
01:01.9,85,0,6,3667,11,17,2,14,,,
01:01.4,85,0,8,4623,2,17,2,15,,,
01:02.5,84,0,26,4587,3,17,2,16,,,
01:03.5,82,0,24,4897,1,17,2,17,,,
01:02.4,81,1,16,4939,7,17,2,18,,,
01:03.6,81,0,23,4613,5,17,2,19,,,
01:02.4,69,1,17,4636,5,17,2,20,,,
01:02.4,45,1,13,9999,8,17,2,21,,,
01:02.0,41,1,9,9999,2,17,2,22,,,
01:07.1,10,1,22,4940,2,17,2,23,,,
,0,1,19,9999,10,17,2,24,,,
,0,1,20,9999,8,17,2,25,,,
,0,1,21,9999,6,17,2,26,,,
,0,1,25,9999,1,17,2,27,,,
01:08.7,80,0,4,4931,4,8,1,1,,,
01:08.8,80,0,6,3628,4,8,1,2,,,
