BestLapTime,LapsComplete,Status,PositionStart,DriverID,TeamID,TrackID,TrackType,PositionFinish,,,
01:09.0,80,0,7,3667,11,8,1,3,,,
01:09.2,80,0,5,4938,10,8,1,4,,,
01:09.2,80,0,8,4932,11,8,1,5,,,
01:09.2,80,0,12,4636,5,8,1,6,,,
01:09.1,80,0,2,3668,10,8,1,7,,,
01:08.4,80,0,25,4559,3,8,1,8,,,
01:09.4,80,0,18,4948,4,8,1,9,,,
01:09.1,80,0,13,4587,3,8,1,10,,,
01:09.1,80,0,1,4511,2,8,1,11,,,
01:09.6,80,0,15,4215,11,8,1,12,,,
01:09.2,80,0,14,9999,2,8,1,13,,,
01:09.6,80,0,24,4940,2,8,1,14,,,
01:09.8,80,0,16,4614,6,8,1,15,,,
01:08.9,80,0,20,4939,7,8,1,16,,,
01:09.3,80,0,3,4623,2,8,1,17,,,
01:09.6,80,0,11,9999,10,8,1,18,,,
01:10.1,80,0,17,9999,6,8,1,19,,,
01:09.5,80,0,27,4218,8,8,1,20,,,
01:10.0,79,0,19,9999,8,8,1,21,,,
01:09.6,79,0,22,4613,5,8,1,22,,,
01:09.7,79,0,21,9999,7,8,1,23,,,
01:09.5,79,0,26,4897,1,8,1,24,,,
01:07.9,79,0,10,4588,3,8,1,25,,,
01:09.9,79,0,23,9999,1,8,1,26,,,
01:18.5,5,1,9,4905,4,8,1,27,,,
01:43.4,55,0,3,4931,4,12,1,1,,,
01:43.8,55,0,4,4215,11,12,1,2,,,
01:44.1,55,0,2,4559,3,12,1,3,,,
01:44.2,55,0,23,3628,4,12,1,4,,,
01:43.9,55,0,1,4511,2,12,1,5,,,
01:43.6,55,0,9,4905,4,12,1,6,,,
01:44.1,55,0,7,4938,10,12,1,7,,,
01:43.7,55,0,18,4932,11,12,1,8,,,
01:44.3,55,0,6,4623,2,12,1,9,,,
01:43.9,55,0,5,4587,3,12,1,10,,,
01:44.4,55,0,14,3668,10,12,1,11,,,
01:44.1,55,0,15,4614,6,12,1,12,,,
01:42.9,55,0,22,3667,11,12,1,13,,,
01:44.1,55,0,20,9999,8,12,1,14,,,
01:43.8,55,0,26,9999,8,12,1,15,,,
01:44.2,55,0,11,4897,1,12,1,16,,,
01:44.5,55,0,27,9999,6,12,1,17,,,
01:44.8,55,0,17,4939,7,12,1,18,,,
01:44.8,55,0,21,9999,7,12,1,19,,,
01:44.7,55,0,16,4588,3,12,1,20,,,
01:45.2,55,0,10,9999,1,12,1,21,,,
01:44.6,55,0,25,4613,5,12,1,22,,,
01:44.2,55,0,12,4940,2,12,1,23,,,
01:43.4,54,0,8,4948,4,12,1,24,,,
01:43.2,54,0,19,9999,2,12,1,25,,,
01:43.8,54,0,24,9999,10,12,1,26,,,
01:44.9,24,1,13,4636,5,12,1,27,,,
01:02.1,100,0,1,4931,4,2,2,1,,,
01:02.1,100,0,7,3667,11,2,2,2,,,
01:02.1,100,0,9,4588,3,2,2,3,,,
01:02.2,100,0,4,3628,4,2,2,4,,,
01:02.1,100,0,13,4587,3,2,2,5,,,
01:01.9,100,0,12,4623,2,2,2,6,,,
01:02.5,100,0,2,4932,11,2,2,7,,,
01:02.3,100,0,11,4948,4,2,2,8,,,
01:02.1,100,0,6,4905,4,2,2,9,,,
01:02.3,100,0,5,4215,11,2,2,10,,,
01:02.7,100,0,24,4511,2,2,2,11,,,
01:02.4,100,0,17,4940,2,2,2,12,,,
01:02.6,100,0,8,9999,8,2,2,13,,,
01:02.6,100,0,20,9999,7,2,2,14,,,
01:02.8,100,0,15,4218,6,2,2,15,,,
01:02.3,100,0,18,4938,10,2,2,16,,,
01:03.0,100,0,25,9999,10,2,2,17,,,
01:02.6,100,0,14,4614,6,2,2,18,,,
01:02.5,100,0,23,9999,8,2,2,19,,,
01:03.5,97,0,19,9999,1,2,2,20,,,
01:02.9,97,0,22,4897,1,2,2,21,,,
01:03.7,97,0,26,4613,5,2,2,22,,,
01:02.4,85,1,21,4636,5,2,2,23,,,
01:02.2,80,1,3,9999,2,2,2,24,,,
01:03.1,50,1,27,3668,10,2,2,25,,,
01:02.6,41,1,10,4559,3,2,2,26,,,
01:30.3,1,1,16,4939,7,2,2,27,,,
00:40.1,200,0,17,4215,11,4,0,1,,,
00:40.1,200,0,10,4905,4,4,0,2,,,
00:40.1,200,0,4,4897,1,4,0,3,,,
00:39.8,200,0,1,4931,4,4,0,4,,,
00:40.0,200,0,7,4587,3,4,0,5,,,
00:40.2,200,0,6,3628,4,4,0,6,,,
00:40.1,200,0,8,9999,4,4,0,7,,,
00:40.1,200,0,16,4218,6,4,0,8,,,
00:40.0,200,0,21,4511,2,4,0,9,,,
00:40.1,200,0,2,4614,6,4,0,10,,,
00:40.1,200,0,18,9999,8,4,0,11,,,
00:40.5,200,0,27,4939,7,4,0,12,,,
00:40.2,200,0,25,4940,2,4,0,13,,,
00:40.1,200,0,14,4932,11,4,0,14,,,
00:40.3,200,0,20,9999,8,4,0,15,,,
00:40.0,200,0,9,9999,3,4,0,16,,,
00:40.4,200,0,24,9999,2,4,0,17,,,
00:40.6,199,0,32,9999,10,4,0,18,,,
00:40.5,198,0,30,4938,10,4,0,19,,,
00:40.2,197,1,13,9999,6,4,0,20,,,
00:40.3,196,1,11,9999,1,4,0,21,,,
00:40.3,195,0,33,3668,8,4,0,22,,,
00:40.2,195,0,12,3667,11,4,0,23,,,
00:40.2,192,1,5,4559,3,4,0,24,,,
00:40.2,192,1,22,9999,8,4,0,25,,,
00:40.3,192,1,26,9999,7,4,0,26,,,
00:40.0,183,1,3,4588,3,4,0,27,,,
00:39.9,183,1,15,4623,2,4,0,28,,,
00:39.8,160,1,23,4636,5,4,0,29,,,
00:39.9,149,1,19,9999,2,4,0,30,,,
00:40.2,90,1,31,4613,5,4,0,31,,,
00:41.4,41,1,29,9999,10,4,0,33,,,
01:11.3,85,0,3,4931,4,3,1,1,,,
01:12.0,85,0,5,4559,3,3,1,2,,,
01:11.7,85,0,10,4587,3,3,1,3,,,
01:11.8,85,0,1,4938,10,3,1,4,,,
01:12.0,85,0,2,4588,3,3,1,5,,,
01:11.8,85,0,9,3628,4,3,1,6,,,
01:12.3,85,0,13,4215,11,3,1,7,,,
01:12.2,85,0,7,4905,4,3,1,8,,,
01:12.3,85,0,14,4511,2,3,1,9,,,
01:12.8,85,0,8,3668,10,3,1,10,,,
01:12.7,85,0,18,9999,2,3,1,11,,,
01:12.4,85,0,12,3667,11,3,1,12,,,
01:11.9,85,0,17,4614,6,3,1,13,,,
01:12.1,85,0,6,4623,2,3,1,14,,,
01:12.2,85,0,11,4948,4,3,1,15,,,
01:12.7,85,0,16,4932,11,3,1,16,,,
01:12.5,84,0,15,4940,2,3,1,17,,,
01:12.4,84,0,24,4939,7,3,1,18,,,
01:13.1,84,0,21,4218,6,3,1,19,,,
01:12.0,84,0,4,9999,10,3,1,20,,,
01:12.6,84,0,25,9999,7,3,1,21,,,
01:11.9,84,0,26,9999,8,3,1,22,,,
01:12.7,80,0,27,4897,1,3,1,23,,,
01:12.0,79,0,23,9999,1,3,1,24,,,
01:12.8,58,1,19,9999,8,3,1,25,,,
01:18.2,2,1,20,4636,5,3,1,26,,,
01:19.0,1,1,22,4613,5,3,1,27,,,
01:08.5,90,0,4,4932,11,1,1,1,,,
01:08.7,90,0,1,9999,2,1,1,2,,,
01:07.8,90,0,11,3667,11,1,1,3,,,
01:09.2,90,0,3,4559,3,1,1,4,,,
01:09.1,90,0,2,4931,4,1,1,5,,,
01:09.4,90,0,6,4938,10,1,1,6,,,
01:08.7,90,0,5,3628,4,1,1,7,,,
01:08.6,90,0,10,4587,3,1,1,8,,,
01:08.4,90,0,8,4588,3,1,1,9,,,
01:08.9,90,0,13,4905,4,1,1,10,,,
01:09.1,90,0,26,4948,4,1,1,11,,,
01:08.9,90,0,12,4623,2,1,1,12,,,
01:08.7,90,0,15,4939,7,1,1,13,,,
01:08.7,90,0,14,4511,2,1,1,14,,,
01:08.2,90,0,7,4215,11,1,1,15,,,
01:09.5,90,0,9,4614,6,1,1,16,,,
01:09.0,90,0,19,3668,10,1,1,17,,,
01:09.5,90,0,16,9999,8,1,1,18,,,
01:09.2,90,0,17,4636,5,1,1,19,,,
01:09.3,90,0,27,4897,1,1,1,20,,,
01:09.4,90,0,21,9999,8,1,1,21,,,
01:09.1,90,0,25,9999,1,1,1,22,,,
01:09.7,90,0,18,4940,2,1,1,23,,,
01:09.7,90,0,24,9999,10,1,1,24,,,
01:08.4,90,0,20,4218,6,1,1,25,,,
01:09.4,90,0,22,9999,7,1,1,26,,,
01:09.2,36,1,23,4613,5,1,1,27,,,
01:08.0,85,0,1,4623,2,6,2,1,,,
01:08.3,85,0,3,9999,2,6,2,2,,,
01:08.0,85,0,2,4905,4,6,2,3,,,
01:08.3,85,0,7,4511,2,6,2,4,,,
01:07.9,85,0,4,4931,4,6,2,5,,,
01:08.7,85,0,13,3667,11,6,2,6,,,
01:08.7,85,0,10,4588,3,6,2,7,,,
01:08.7,85,0,12,4948,4,6,2,8,,,
01:08.5,85,0,8,4215,11,6,2,9,,,
01:08.8,85,0,9,4932,11,6,2,10,,,
01:08.9,85,0,18,4897,1,6,2,11,,,
01:08.9,85,0,24,3668,10,6,2,12,,,
01:08.7,85,0,15,9999,10,6,2,13,,,
01:08.7,85,0,17,4938,10,6,2,14,,,
01:08.7,85,0,14,9999,8,6,2,15,,,
01:08.9,85,0,20,4940,2,6,2,16,,,
01:08.7,84,0,6,4559,3,6,2,17,,,
01:09.2,84,0,21,4613,5,6,2,18,,,
01:08.7,84,0,22,4939,7,6,2,19,,,
01:08.7,84,0,25,4636,5,6,2,20,,,
01:08.3,84,0,16,9999,8,6,2,21,,,
01:08.5,83,1,11,4587,3,6,2,22,,,
01:09.3,83,0,27,4218,6,6,2,23,,,
01:09.0,82,0,23,9999,1,6,2,24,,,
01:08.9,52,0,26,9999,7,6,2,25,,,
01:09.3,48,1,19,4614,6,6,2,26,,,
01:08.7,37,1,5,3628,4,6,2,27,,,
00:23.7,250,0,4,4215,11,15,0,1,,,
00:23.4,250,0,5,4559,3,15,0,2,,,
00:23.5,250,0,7,4931,4,15,0,3,,,
00:23.8,250,0,9,4636,5,15,0,4,,,
00:23.6,250,0,2,3628,4,15,0,5,,,
00:23.9,250,0,15,4932,11,15,0,6,,,
00:23.5,250,0,10,4511,2,15,0,7,,,
00:23.8,249,0,16,4905,4,15,0,8,,,
00:24.0,249,0,17,4939,7,15,0,9,,,
00:23.8,249,0,21,9999,8,15,0,10,,,
00:24.0,249,0,26,4614,6,15,0,11,,,
00:23.8,249,0,19,9999,7,15,0,12,,,
00:23.8,249,0,18,9999,6,15,0,13,,,
00:23.5,248,1,11,9999,2,15,0,14,,,
00:23.7,248,0,13,9999,1,15,0,15,,,
00:23.6,248,0,8,3667,11,15,0,16,,,
00:23.9,247,0,22,9999,8,15,0,17,,,
00:24.2,247,0,28,9999,10,15,0,18,,,
00:23.9,247,0,27,4938,10,15,0,19,,,
00:24.2,246,0,25,4218,6,15,0,20,,,
00:23.9,246,0,14,4897,1,15,0,21,,,
00:23.7,243,0,3,4587,3,15,0,22,,,
00:23.8,221,1,12,4940,2,15,0,23,,,
00:24.1,219,1,24,3668,10,15,0,24,,,
00:23.9,208,1,23,4613,5,15,0,25,,,
00:23.5,177,1,1,4588,3,15,0,26,,,
00:24.2,97,1,20,4623,2,15,0,27,,,
00:24.1,46,1,6,9999,4,15,0,28,,,
01:01.7,100,0,4,4905,4,14,2,1,,,
01:01.7,100,0,3,4559,3,14,2,2,,,
01:01.6,100,0,9,3628,4,14,2,3,,,
01:02.1,100,0,12,4587,3,14,2,4,,,
01:02.1,100,0,22,4939,7,14,2,5,,,
01:02.2,100,0,20,3668,10,14,2,6,,,
01:01.9,100,0,10,3667,11,14,2,7,,,
01:01.5,100,0,7,4931,4,14,2,8,,,
01:01.7,100,0,11,4938,10,14,2,9,,,
01:02.2,100,0,16,4636,5,14,2,10,,,
01:01.9,100,0,13,4948,4,14,2,11,,,
01:02.3,100,0,21,9999,7,14,2,12,,,
01:02.0,99,0,6,4932,11,14,2,13,,,
01:02.2,99,0,26,4218,6,14,2,14,,,
01:01.9,97,0,5,4623,2,14,2,15,,,
01:02.7,96,1,23,4613,5,14,2,16,,,
01:01.9,95,0,14,4215,11,14,2,17,,,
01:01.9,71,1,1,9999,2,14,2,18,,,
01:01.8,51,1,8,4588,3,14,2,19,,,
01:02.1,49,1,2,4511,2,14,2,20,,,
01:02.4,41,1,24,4614,6,14,2,21,,,
01:02.8,41,1,19,9999,10,14,2,22,,,
,0,1,15,9999,8,14,2,23,,,
,0,1,17,4897,1,14,2,24,,,
,0,1,18,4940,2,14,2,25,,,
,0,1,25,9999,8,14,2,26,,,
,0,1,27,9999,1,14,2,27,,,
01:13.9,95,0,11,4931,4,18,1,1,,,
01:14.6,95,0,25,4215,11,18,1,2,,,
01:14.4,95,0,1,3667,11,18,1,3,,,
01:15.1,95,0,8,4588,3,18,1,4,,,
01:15.4,95,0,16,4938,10,18,1,5,,,
01:15.1,95,0,7,4932,11,18,1,6,,,
01:15.2,95,0,4,9999,2,18,1,7,,,
01:13.8,95,0,5,4559,3,18,1,8,,,
01:14.8,95,0,9,4905,4,18,1,9,,,
01:14.5,95,0,3,4587,2,18,1,10,,,
01:14.3,95,0,18,4511,2,18,1,11,,,
01:14.9,95,0,13,3628,4,18,1,12,,,
01:15.0,94,0,6,4636,5,18,1,13,,,
01:14.4,94,0,14,4614,6,18,1,14,,,
01:15.7,94,0,20,4940,2,18,1,15,,,
01:15.1,94,0,23,9999,4,18,1,16,,,
01:15.3,94,0,10,9999,8,18,1,17,,,
01:14.8,94,0,19,3668,10,18,1,18,,,
01:15.4,94,0,12,9999,8,18,1,19,,,
01:15.5,94,0,21,9999,10,18,1,20,,,
01:15.7,94,0,17,4623,1,18,1,21,,,
01:16.1,94,0,22,9999,5,18,1,23,,,
01:15.8,93,0,15,4218,6,18,1,24,,,
01:16.2,93,0,24,9999,1,18,1,25,,,
01:14.8,37,1,2,4939,7,18,1,26,,,
00:59.8,110,0,1,4932,11,11,1,1,,,
01:00.1,110,0,2,3667,11,11,1,2,,,
01:00.3,110,0,16,3628,4,11,1,3,,,
01:00.5,110,0,5,4559,3,11,1,4,,,
01:00.3,110,0,11,3668,10,11,1,5,,,
01:00.2,110,0,7,4511,2,11,1,6,,,
01:00.5,110,0,9,4587,2,11,1,7,,,
00:59.6,110,0,8,4215,11,11,1,8,,,
01:00.3,110,0,14,4939,7,11,1,9,,,
01:00.4,110,0,6,4588,3,11,1,10,,,
01:00.6,110,0,18,4905,4,11,1,11,,,
01:00.1,110,0,4,4931,4,11,1,12,,,
01:00.4,110,0,13,4623,1,11,1,13,,,
01:00.4,110,0,10,4636,5,11,1,14,,,
01:00.8,110,0,17,9999,10,11,1,15,,,
01:00.3,110,0,24,4940,2,11,1,16,,,
01:00.2,110,0,21,9999,8,11,1,17,,,
01:00.9,110,0,22,9999,5,11,1,18,,,
01:00.3,110,0,15,9999,2,11,1,19,,,
01:00.5,110,0,12,4614,6,11,1,20,,,
01:00.0,110,0,3,4938,10,11,1,21,,,
01:01.1,109,0,25,9999,1,11,1,22,,,
00:59.9,100,0,19,9999,8,11,1,23,,,
01:00.3,82,1,23,9999,4,11,1,24,,,
01:00.8,67,1,20,4218,6,11,1,25,,,
00:25.6,260,0,3,4215,11,13,0,1,,,
00:25.6,260,0,12,4636,5,13,0,2,,,
00:25.7,260,0,4,4932,11,13,0,3,,,
00:25.7,260,0,7,4559,3,13,0,4,,,
00:25.7,260,0,8,9999,5,13,0,5,,,
00:25.7,260,0,1,3667,11,13,0,6,,,
00:25.8,260,0,2,4905,4,13,0,7,,,
00:25.8,260,0,6,3628,4,13,0,8,,,
00:25.9,260,0,5,4931,4,13,0,9,,,
00:26.1,260,0,16,3668,10,13,0,10,,,
00:25.6,259,0,11,4511,2,13,0,11,,,
00:26.1,259,0,9,4940,2,13,0,12,,,
00:26.1,259,0,18,9999,2,13,0,13,,,
00:26.1,259,0,21,9999,4,13,0,14,,,
00:26.0,259,0,17,9999,8,13,0,15,,,
00:26.2,259,0,26,4588,3,13,0,16,,,
00:26.3,258,0,20,4623,1,13,0,17,,,
00:26.2,258,0,24,9999,1,13,0,18,,,
00:26.1,258,0,19,4938,10,13,0,19,,,
00:25.8,257,0,13,9999,8,13,0,20,,,
00:26.0,257,0,22,4939,7,13,0,21,,,
00:26.6,256,0,25,9999,6,13,0,22,,,
00:26.4,244,0,15,4218,6,13,0,23,,,
00:26.4,239,0,14,9999,10,13,0,24,,,
00:26.5,226,0,10,4587,2,13,0,25,,,
00:26.9,53,1,23,4614,6,13,0,26,,,
01:16.9,80,0,14,3628,4,10,2,1,,,
01:15.7,80,0,1,4932,11,10,2,2,,,
01:15.8,80,0,4,4931,4,10,2,3,,,
01:16.9,80,0,17,4587,2,10,2,4,,,
01:16.7,80,0,23,4511,2,10,2,5,,,
01:16.0,80,0,6,4215,11,10,2,6,,,
01:16.3,80,0,15,4588,3,10,2,7,,,
01:16.8,80,0,3,4938,10,10,2,8,,,
01:17.1,80,0,13,9999,8,10,2,9,,,
01:17.0,80,0,11,9999,10,10,2,10,,,
01:16.7,80,0,8,3667,11,10,2,11,,,
01:16.7,79,0,10,4614,6,10,2,12,,,
01:17.1,79,0,26,9999,8,10,2,13,,,
01:16.7,76,1,18,4905,4,10,2,14,,,
01:17.5,76,0,19,4939,7,10,2,15,,,
01:16.0,75,1,2,9999,2,10,2,16,,,
01:17.5,74,0,22,4218,6,10,2,17,,,
01:18.0,72,1,25,9999,4,10,2,18,,,
01:16.4,63,1,16,4623,1,10,2,19,,,
01:16.0,63,1,7,4636,5,10,2,20,,,
01:17.9,32,1,20,9999,5,10,2,21,,,
01:17.2,32,1,24,4940,2,10,2,22,,,
01:17.1,29,1,9,3668,10,10,2,23,,,
01:17.1,25,1,5,4559,3,10,2,24,,,
01:18.2,25,1,12,9999,1,10,2,25,,,
01:11.9,85,0,2,4587,2,3,1,1,,,
01:12.0,85,0,6,4938,10,3,1,2,,,
01:12.0,85,0,4,3667,11,3,1,3,,,
01:12.1,85,0,15,4932,11,3,1,4,,,
01:12.4,85,0,5,4215,11,3,1,5,,,
01:12.0,85,0,8,4614,6,3,1,6,,,
01:12.6,85,0,17,3668,10,3,1,7,,,
01:12.6,85,0,20,3628,4,3,1,8,,,
01:12.5,85,0,1,4588,3,3,1,9,,,
01:11.9,85,0,7,4931,4,3,1,10,,,
01:12.4,85,0,25,4905,4,3,1,11,,,
01:12.8,85,0,3,4559,3,3,1,12,,,
01:12.0,85,0,11,4636,5,3,1,13,,,
01:12.4,85,0,19,4939,7,3,1,14,,,
01:13.2,85,0,18,9999,5,3,1,15,,,
01:12.7,85,0,22,9999,2,3,1,16,,,
01:11.7,85,0,10,4218,6,3,1,17,,,
01:12.8,85,0,14,4940,2,3,1,18,,,
01:12.2,85,0,16,9999,8,3,1,19,,,
01:12.9,85,0,13,9999,10,3,1,20,,,
01:13.0,84,0,24,9999,1,3,1,21,,,
01:12.9,84,0,23,9999,4,3,1,22,,,
01:13.0,84,0,21,4623,1,3,1,23,,,
01:11.9,42,1,9,4511,2,3,1,24,,,
01:11.5,34,1,12,9999,8,3,1,25,,,
00:19.2,300,0,7,4559,3,5,0,1,,,
00:19.2,300,0,1,3667,11,5,0,2,,,
00:19.3,300,0,5,4932,11,5,0,3,,,
00:19.4,300,0,18,3628,4,5,0,4,,,
00:19.4,300,0,13,9999,4,5,0,5,,,
00:19.6,300,0,15,4905,4,5,0,6,,,
00:19.6,300,0,9,4588,3,5,0,7,,,
00:19.5,300,0,14,4636,5,5,0,8,,,
00:19.6,300,0,10,9999,2,5,0,9,,,
00:19.5,300,0,4,9999,5,5,0,10,,,
00:19.7,300,0,22,4939,7,5,0,11,,,
00:19.5,299,0,12,4511,2,5,0,12,,,
00:19.6,299,0,11,4931,4,5,0,13,,,
00:19.6,299,0,23,3668,10,5,0,14,,,
00:19.7,298,0,25,4940,2,5,0,15,,,
00:19.7,298,0,3,4218,6,5,0,16,,,
00:19.7,297,0,19,9999,6,5,0,17,,,
00:19.8,296,0,21,4587,2,5,0,18,,,
00:19.8,296,0,8,4614,6,5,0,19,,,
00:19.5,296,0,6,9999,10,5,0,20,,,
00:19.5,295,0,24,9999,8,5,0,21,,,
00:19.8,294,0,26,9999,1,5,0,22,,,
00:19.9,281,0,16,9999,8,5,0,23,,,
00:19.4,235,1,2,4215,11,5,0,24,,,
00:20.0,117,1,20,4623,1,5,0,25,,,
00:19.5,112,1,17,4938,10,5,0,26,,,
00:19.5,250,0,2,4215,11,5,0,1,,,
00:19.6,250,0,4,4559,3,5,0,2,,,
00:19.5,250,0,1,3667,11,5,0,3,,,
00:19.5,250,0,8,4614,6,5,0,4,,,
00:19.9,250,0,13,3628,4,5,0,5,,,
00:19.7,249,0,14,4931,4,5,0,6,,,
00:19.8,249,0,10,9999,2,5,0,7,,,
00:19.6,249,0,12,4905,4,5,0,8,,,
00:20.0,249,0,16,3668,10,5,0,9,,,
00:20.0,249,0,20,4938,10,5,0,10,,,
00:19.8,249,0,15,9999,4,5,0,11,,,
00:20.0,249,0,22,4939,7,5,0,12,,,
00:19.9,249,0,19,4587,2,5,0,13,,,
00:20.1,249,0,6,4636,5,5,0,14,,,
00:20.2,249,0,24,4623,1,5,0,15,,,
00:20.0,249,0,25,9999,8,5,0,16,,,
00:20.3,249,0,18,4940,2,5,0,17,,,
00:20.3,249,0,7,9999,10,5,0,18,,,
00:19.8,249,0,3,4218,6,5,0,19,,,
00:20.0,247,0,26,9999,1,5,0,20,,,
00:20.0,245,0,9,9999,5,5,0,21,,,
00:19.8,244,0,5,4932,11,5,0,22,,,
00:20.2,244,0,21,9999,8,5,0,23,,,
00:19.9,242,0,17,4511,2,5,0,24,,,
00:20.2,160,1,23,9999,6,5,0,25,,,
00:20.0,109,1,11,4588,3,5,0,26,,,
01:01.2,85,0,2,3628,4,17,2,1,,,
01:01.1,85,0,1,4511,2,17,2,2,,,
01:01.3,85,0,8,4588,3,17,2,3,,,
01:01.3,85,0,14,3668,10,17,2,4,,,
01:01.3,85,0,9,4905,4,17,2,5,,,
01:01.1,85,0,22,4931,4,17,2,6,,,
01:01.2,85,0,18,9999,8,17,2,7,,,
01:01.4,85,0,10,4938,10,17,2,8,,,
01:01.5,85,0,6,4932,11,17,2,9,,,
01:01.0,85,0,3,4215,11,17,2,10,,,
01:01.2,85,0,15,4559,3,17,2,11,,,
01:00.8,85,0,5,4636,5,17,2,12,,,
01:01.6,85,0,20,4614,6,17,2,13,,,
01:01.1,85,0,7,4939,7,17,2,14,,,
01:01.7,85,0,16,3667,11,17,2,15,,,
01:01.4,85,0,11,9999,2,17,2,16,,,
01:01.4,85,0,17,9999,8,17,2,17,,,
01:01.6,85,0,12,4940,2,17,2,18,,,
01:01.5,85,0,13,9999,10,17,2,19,,,
01:01.8,85,0,25,4218,6,17,2,20,,,
01:02.0,73,1,21,9999,4,17,2,21,,,
01:01.9,58,1,24,4623,1,17,2,22,,,
01:01.3,44,1,4,4587,2,17,2,23,,,
01:02.0,30,1,23,9999,1,17,2,24,,,
,0,1,19,9999,5,17,2,25,,,
01:09.0,80,0,2,4932,11,8,1,1,,,
01:08.3,80,0,7,4931,4,8,1,2,,,
01:08.9,80,0,21,3667,11,8,1,3,,,
01:08.7,80,0,11,4614,6,8,1,4,,,
01:09.4,80,0,5,3628,4,8,1,5,,,
01:09.1,80,0,13,4905,4,8,1,6,,,
01:08.9,80,0,14,4215,11,8,1,7,,,
01:10.0,80,0,15,9999,8,8,1,8,,,
01:09.3,80,0,8,4636,5,8,1,9,,,
01:09.9,80,0,6,9999,8,8,1,10,,,
01:08.9,80,0,16,4938,10,8,1,11,,,
01:09.9,80,0,18,3668,10,8,1,12,,,
01:10.3,80,0,22,4218,6,8,1,13,,,
01:10.2,80,0,19,9999,5,8,1,14,,,
01:09.1,80,0,3,4511,2,8,1,15,,,
01:10.4,80,0,27,9999,4,8,1,16,,,
01:10.1,80,0,20,4940,2,8,1,17,,,
01:09.5,80,0,12,4587,2,8,1,19,,,
01:10.5,80,0,24,9999,10,8,1,20,,,
01:09.0,79,0,17,9999,2,8,1,21,,,
01:10.7,78,0,23,9999,1,8,1,22,,,
01:10.2,57,1,10,4939,7,8,1,23,,,
01:09.5,52,1,1,4559,3,8,1,24,,,
01:10.8,51,1,26,9999,1,8,1,25,,,
01:10.2,28,1,9,4623,1,8,1,26,,,
01:09.8,8,1,4,4588,3,8,1,27,,,
01:46.6,55,0,2,4215,11,12,1,1,,,
01:47.3,55,0,4,4905,4,12,1,2,,,
01:46.9,55,0,1,4587,2,12,1,3,,,
01:47.6,55,0,6,9999,2,12,1,4,,,
01:47.3,55,0,11,4511,2,12,1,5,,,
01:48.8,55,0,7,4588,3,12,1,6,,,
01:48.3,55,0,8,4932,11,12,1,7,,,
01:48.6,55,0,22,3668,10,12,1,8,,,
01:47.8,55,0,9,3628,4,12,1,9,,,
01:47.8,55,0,13,4938,10,12,1,10,,,
01:48.0,55,0,12,4939,7,12,1,11,,,
01:48.4,55,0,10,9999,8,12,1,12,,,
01:48.4,55,0,20,9999,10,12,1,13,,,
01:47.8,55,0,18,4218,6,12,1,14,,,
01:48.5,55,0,19,9999,5,12,1,15,,,
01:48.8,55,0,14,4636,5,12,1,16,,,
01:48.9,55,0,17,4614,6,12,1,17,,,
01:47.5,55,0,21,4940,2,12,1,18,,,
01:47.4,55,0,15,3667,11,12,1,19,,,
01:48.6,55,0,24,4623,1,12,1,20,,,
01:48.3,55,0,16,9999,8,12,1,22,,,
01:49.5,55,0,23,9999,1,12,1,23,,,
01:49.5,54,0,26,9999,4,12,1,24,,,
01:49.9,54,0,25,9999,1,12,1,25,,,
01:47.4,46,1,5,4559,3,12,1,26,,,
01:47.2,36,1,3,4931,4,12,1,27,,,
01:16.6,70,0,16,3667,11,2,2,1,,,
01:16.5,70,0,11,4587,2,2,2,2,,,
01:17.0,70,0,9,3628,4,2,2,3,,,
01:16.6,70,0,1,4215,11,2,2,4,,,
01:16.8,70,0,5,4559,3,2,2,5,,,
01:17.2,70,0,18,4931,4,2,2,6,,,
01:16.8,70,0,8,4905,4,2,2,7,,,
01:16.7,70,0,7,4511,2,2,2,8,,,
01:16.7,70,0,3,9999,8,2,2,9,,,
01:16.5,70,0,25,4588,3,2,2,10,,,
01:16.4,70,0,6,4636,5,2,2,11,,,
01:16.9,70,0,13,4218,6,2,2,12,,,
01:16.7,70,0,2,9999,5,2,2,13,,,
01:17.1,70,0,19,4938,10,2,2,14,,,
01:17.3,70,0,20,9999,10,2,2,15,,,
01:16.9,69,1,14,4614,6,2,2,16,,,
01:17.1,69,0,12,9999,2,2,2,17,,,
01:18.0,69,0,21,4940,2,2,2,18,,,
01:17.3,69,0,10,4932,11,2,2,19,,,
01:18.6,69,0,26,9999,1,2,2,20,,,
01:18.0,68,0,17,4897,7,2,2,21,,,
01:17.9,68,0,22,9999,4,2,2,22,,,
01:18.4,68,0,24,9999,1,2,2,23,,,
01:17.2,49,1,15,4623,1,2,2,24,,,
01:18.5,21,1,4,9999,8,2,2,25,,,
01:21.4,2,1,23,3668,10,2,2,26,,,
00:40.0,200,0,5,4905,4,4,0,1,,,
00:40.0,200,0,7,4559,3,4,0,2,,,
00:40.4,200,0,6,9999,4,4,0,3,,,
00:40.2,200,0,8,4588,3,4,0,4,,,
00:40.5,200,0,20,4587,2,4,0,5,,,
00:40.5,200,0,18,4218,6,4,0,6,,,
00:40.3,200,0,27,9999,8,4,0,7,,,
00:40.6,200,0,16,9999,8,4,0,8,,,
00:40.3,200,0,2,4931,4,4,0,9,,,
